univ,sj,jh,name
숭실대학교,수시,학생부교과전형,전 학과
숭실대학교,수시,논술전형,전 학과
숭실대학교,수시,학생부종합전형 (SSU미래인재),전 학과
숭실대학교,수시,학생부종합전형 (고른기회),전 학과
숭실대학교,수시,학생부종합전형 (특성화고),전 학과
숭실대학교,수시,학생부종합전형 (정원외),전 학과
숭실대학교,수시,실기전형 (SW특기자),전 학과
숭실대학교,수시,실기전형 (예체능),연기
숭실대학교,수시,실기전형 (예체능),"체육, 축구"
