univ,sj,name
인하대학교,수시,학생부종합(인하미래인재)
인하대학교,수시,"학생부종합(학교장추천, 서해5도)"
인하대학교,수시,"학생부종합(고른기회, 농어촌, 평생학습자, 특성화고)"
인하대학교,수시,학생부교과
인하대학교,수시,논술우수자
인하대학교,수시,실기우수자
