university,sj,name
진주교육대학교,수시,21세기형교직적성자전형
진주교육대학교,수시,지역인재전형
진주교육대학교,수시,국가보훈대상자전형
진주교육대학교,수시,다문화(탈북)전형
진주교육대학교,수시,농어촌전형
진주교육대학교,수시,기회균형전형
진주교육대학교,수시,특수교육대상자전형
