university,sj,jh,name
DGIST,수시,일반전형,전 학과
DGIST,수시,학교장추천전형,전 학과
DGIST,수시,고른기회전형,전 학과
DGIST,수시,특기자전형,전 학과
DGIST,정시,수능우수자전형,전 학과
