university,sj,jh,name
이화여자대학교,수시,학생부교과(고교추천전형),전 학과
이화여자대학교,수시,학생부종합(미래인재전형),전 학과
이화여자대학교,수시,학생부종합(고른기회전형),전 학과
이화여자대학교,수시,학생부종합(사회기여자전형),전 학과
이화여자대학교,수시,논술(논술전형),전 학과
이화여자대학교,수시,실기/실적(어학특기자전형),전 학과
이화여자대학교,수시,실기/실적(과학특기자전형),전 학과
이화여자대학교,수시,실기/실적(국제학특기자전형),전 학과
이화여자대학교,수시,실기/실적(예체능실기전형),한국음악과
이화여자대학교,수시,실기/실적(예체능실기전형),무용과
이화여자대학교,수시,실기/실적(예체능서류전형),조형예술대학
이화여자대학교,수시,실기/실적(예체능서류전형),체육과학부
