university,sj,jh,name
강원대학교,수시,학생부종합,의예과
강원대학교,수시,학생부교과(일반),의예과
강원대학교,수시,학생부교과(지역인재),의예과
강원대학교,수시,학생부교과(일반),수의예과
강원대학교,수시,학생부교과(지역인재),수의예과
