university,sj,name
광주교육대학교,수시,전라남도교육감추천
광주교육대학교,수시,광주인재
광주교육대학교,수시,전남인재
광주교육대학교,수시,교직적성우수자
광주교육대학교,수시,국가보훈대상자
광주교육대학교,수시,다문화가정
광주교육대학교,수시,장애인대상자
광주교육대학교,수시,농·어촌학생
광주교육대학교,수시,기초생활수급자 및 차상위계층
