univ,sj,jh,major,description,start_date,end_date
동신대학교,수시,학생부교과,한의과대학,원서접수,2020-09-23T00:00:00,2020-09-28T18:00:00
동신대학교,수시,학생부교과,한의과대학,서류제출(해당자),2020-10-08T18:00:00,2020-10-08T18:00:00
동신대학교,수시,학생부교과,한의과대학,합격자 발표,2020-12-24T00:00:00,2020-12-24T00:00:00
동신대학교,수시,학생부교과,한의과대학,합격자 등록,2020-12-28T00:00:00,2020-12-30T16:00:00
동신대학교,수시,학생부교과,한의과대학,충원 합격자 발표,2021-01-04T21:00:00,2021-01-04T21:00:00
동신대학교,수시,학생부교과,한의과대학,충원 합격자 등록,2021-01-05T14:00:00,2021-01-05T14:00:00
