univ,sj,name
경희대학교,수시,학생부종합 (네오르네상스전형)
경희대학교,수시,학생부종합 (고교연계전형)
경희대학교,수시,학생부종합 (고른기회전형)
경희대학교,수시,학생부종합 (특성화고졸재직자전형)
경희대학교,수시,논술우수자전형
경희대학교,수시,실기우수자전형
