university,sj,name
충남대학교,수시,일반전형
충남대학교,수시,지역인재전형
충남대학교,수시,국가보훈대상자전형
충남대학교,수시,기회균형선발전형
충남대학교,수시,국가안보융합전형(국토안보학)
충남대학교,수시,국가안보융합전형(해양안보학)
충남대학교,수시,학생부종합전형
충남대학교,수시,일반전형(무용)
충남대학교,수시,체육특기자전형
