university,sj,jh,name
건국대학교,수시,KU자기추천전형,"자연계(건축,KU융합과기원,수의예과)"
건국대학교,수시,KU자기추천전형,"자연계(이과대학,공과대학,상허생명과학대학,수학교육과)"
건국대학교,수시,KU자기추천전형,인문계
건국대학교,수시,사회통합전형,전 학과
건국대학교,수시,특성화고교졸업자전형,전 학과
건국대학교,수시,특수교육대상자전형,전 학과
건국대학교,수시,KU학교추천전형,전 학과
건국대학교,수시,기초생활및차상위전형,전 학과
건국대학교,수시,농어촌학생전형,전 학과
건국대학교,수시,특성화고졸재직자전형,전 학과
건국대학교,수시,KU논술우수자전형,인문사회계
건국대학교,수시,KU논술우수자전형,자연계
건국대학교,수시,KU연기우수자전형,전 학과
건국대학교,수시,KU체육특기자전형,전 학과
