university,sj,name
건국대학교,수시,KU자기추천전형
건국대학교,수시,사회통합전형
건국대학교,수시,특성화고교졸업자전형
건국대학교,수시,특수교육대상자전형
건국대학교,수시,KU학교추천전형
건국대학교,수시,기초생활및차상위전형
건국대학교,수시,농어촌학생전형
건국대학교,수시,특성화고졸재직자전형
건국대학교,수시,KU논술우수자전형
건국대학교,수시,KU연기우수자전형
건국대학교,수시,KU체육특기자전형
