university,sj,jh,name
한양대학교,수시,학생부교과전형,전 학과
한양대학교,수시,일반전형,전 학과
한양대학교,수시,고른기회전형,전 학과
한양대학교,수시,특성화고졸재직자전형,전 학과
한양대학교,수시,논술전형,자연계열
한양대학교,수시,논술전형,인문/상경계열
한양대학교,수시,소프트웨어인재전형,전 학과
한양대학교,수시,글로벌인재전형,전 학과
한양대학교,수시,미술특기자전형,전 학과
한양대학교,수시,음악특기자전형,전 학과
한양대학교,수시,체육특기자전형,전 학과
한양대학교,수시,연기특기자전형,전 학과
한양대학교,수시,무용특기자전형,전 학과
,,,
,,,
,,,
,,,
,,,
,,,
,,,"인문과학대학(영어영문학과,중어중문학과, 독어독문학과)"
,,,
,,,자연계열
,,,인문/상경계열
,,,산업융합학부대학
,,,그 외
