university,sj,name
한양대학교,수시,학생부교과전형
한양대학교,수시,일반전형
한양대학교,수시,고른기회전형
한양대학교,수시,특성화고졸재직자전형
한양대학교,수시,논술전형
한양대학교,수시,소프트웨어인재전형
한양대학교,수시,글로벌인재전형
한양대학교,수시,미술특기자전형
한양대학교,수시,음악특기자전형
한양대학교,수시,체육특기자전형
한양대학교,수시,연기특기자전형
한양대학교,수시,무용특기자전형
