univ,sj,name
성균관대학교,수시,학생부종합 (계열모집)
성균관대학교,수시,학생부종합 (학과모집)
성균관대학교,수시,학생부종합 (고른기회)
성균관대학교,수시,학생부종합 (정원외)
성균관대학교,수시,논술우수
성균관대학교,수시,실기우수
