univ,sj,jh,name
성균관대학교,수시,학생부종합 (계열모집),전 학과
성균관대학교,수시,학생부종합 (학과모집),의예과
성균관대학교,수시,학생부종합 (학과모집),사범대학
성균관대학교,수시,학생부종합 (학과모집),스포츠과학과
성균관대학교,수시,학생부종합 (학과모집),그 외
성균관대학교,수시,학생부종합 (고른기회),전 학과
성균관대학교,수시,학생부종합 (정원외),전 학과
성균관대학교,수시,논술우수,인문계
성균관대학교,수시,논술우수,자연계
성균관대학교,수시,실기우수,영상학과
성균관대학교,수시,실기우수,연기과
성균관대학교,수시,실기우수,연출과
성균관대학교,수시,실기우수,무용학과
성균관대학교,수시,실기우수,스포츠과학과
