university,sj,name
숙명여자대학교,수시,숙명인재Ⅰ(서류형)/고른기회/농어촌학생/특성화고교출신자/특성화고졸재직자
숙명여자대학교,수시,숙명인재Ⅱ(면접형)
숙명여자대학교,수시,소프트웨어융합인재
숙명여자대학교,수시,특수교육대상자
숙명여자대학교,수시,학생부교과
숙명여자대학교,수시,논술우수자
숙명여자대학교,수시,예능창의인재
