university,sj,jh,name
경북대학교,수시,학생부교과(일반학생전형),전 학과
경북대학교,수시,학생부교과(지역인재전형),전 학과
경북대학교,수시,학생부종합,일반학과
경북대학교,수시,학생부종합,예능계열
경북대학교,수시,논술(AAT)전형,인문계열
경북대학교,수시,실기/실적(예능)전형,음악학과
경북대학교,수시,실기/실적(예능)전형,국악학과
경북대학교,수시,실기/실적(예능)전형,미술/디자인/섬유패션디자인학부
경북대학교,수시,특기자(체육)전형,체육교육과
경북대학교,수시,장애인등대상자전형,일반학과
경북대학교,수시,장애인등대상자전형,예능계열
경북대학교,수시,논술(AAT)전형,자연계열1
경북대학교,수시,논술(AAT)전형,자연계열2
