university,sj,jh,name
서강대학교,수시,학생부종합(1차)전형,전 학과
서강대학교,수시,학생부종합(2차)전형,전 학과
서강대학교,수시,SW우수자전형,전 학과
서강대학교,수시,고른기회전형,전 학과
서강대학교,수시,사회통합전형,전 학과
서강대학교,수시,논술전형,자연
서강대학교,수시,논술전형,인문
서강대학교,수시,특성화고교졸업자전형,전 학과
