university,sj,name
성신여자대학교,수시,학교생활우수자전형
성신여자대학교,수시,자기주도인재전형
성신여자대학교,수시,고른기회전형
성신여자대학교,수시,기회균형선발전형
성신여자대학교,수시,학생부교과전형
성신여자대학교,수시,논술우수자전형
성신여자대학교,수시,실기/실적전형
