university,sj,name
을지대학교,수시,교과성적우수자전형
을지대학교,수시,지역인재전형
을지대학교,수시,농어촌학생전형
을지대학교,수시,기회균형전형
을지대학교,수시,재외국민과외국인전형
을지대학교,수시,교과적성우수자전형
을지대학교,수시,EU자기추천전형
