university,sj,name
서울시립대학교,수시,논술전형
서울시립대학교,수시,학생부 교과전형
서울시립대학교,수시,학생부 종합전형
서울시립대학교,수시,고른기회전형
서울시립대학교,수시,"사회공헌,통합전형"
서울시립대학교,수시,학생부교과(실기전형)
서울시립대학교,수시,실기(실기전형)
서울시립대학교,수시,학생부교과(정원외 특별전형)
서울시립대학교,정시,수능/실기
